experiment9996,8,12
experiment9997,1,4
experiment9998,14,11
experiment9999,7,3
experiment10000,0,10
experiment10001,13,2
experiment10002,6,9
experiment10003,19,1
experiment10004,12,8
experiment10005,5,0
experiment10006,18,7
experiment10007,11,14
experiment10008,4,6
experiment10009,17,13
experiment10010,10,5
experiment10011,3,12
experiment10012,16,4
experiment10013,9,11
experiment10014,2,3
experiment10015,15,10
experiment10016,8,2
experiment10017,1,9
experiment10018,14,1
experiment10019,7,8
experiment10020,0,0
experiment10021,13,7
experiment10022,6,14
experiment10023,19,6
experiment10024,12,13
experiment10025,5,5
experiment10026,18,12
experiment10027,11,4
experiment10028,4,11
experiment10029,17,3
experiment10030,10,10
experiment10031,3,2
experiment10032,16,9
experiment10033,9,1
experiment10034,2,8
experiment10035,15,0
experiment10036,8,7
experiment10037,1,14
experiment10038,14,6
experiment10039,7,13
experiment10040,0,5
experiment10041,13,12
experiment10042,6,4
experiment10043,19,11
experiment10044,12,3
experiment10045,5,10
experiment10046,18,2
experiment10047,11,9
experiment10048,4,1
experiment10049,17,8
experiment10050,10,0
experiment10051,3,7
experiment10052,16,14
experiment10053,9,6
experiment10054,2,13
experiment10055,15,5
experiment10056,8,12
experiment10057,1,4
experiment10058,14,11
experiment10059,7,3
experiment10060,0,10
experiment10061,13,2
experiment10062,6,9
experiment10063,19,1
experiment10064,12,8
experiment10065,5,0
experiment10066,18,7
experiment10067,11,14
experiment10068,4,6
experiment10069,17,13
experiment10070,10,5
experiment10071,3,12
experiment10072,16,4
experiment10073,9,11
experiment10074,2,3
experiment10075,15,10
experiment10076,8,2
experiment10077,1,9
experiment10078,14,1
experiment10079,7,8
experiment10080,0,0
experiment10081,13,7
experiment10082,6,14
experiment10083,19,6
experiment10084,12,13
experiment10085,5,5
experiment10086,18,12
experiment10087,11,4
experiment10088,4,11
experiment10089,17,3
experiment10090,10,10
experiment10091,3,2
experiment10092,16,9
experiment10093,9,1
experiment10094,2,8
experiment10095,15,0
experiment10096,8,7
experiment10097,1,14
experiment10098,14,6
experiment10099,7,13
experiment10100,0,5
experiment10101,13,12
experiment10102,6,4
experiment10103,19,11
experiment10104,12,3
experiment10105,5,10
experiment10106,18,2
experiment10107,11,9
experiment10108,4,1
experiment10109,17,8
experiment10110,10,0
experiment10111,3,7
experiment10112,16,14
experiment10113,9,6
experiment10114,2,13
experiment10115,15,5
experiment10116,8,12
experiment10117,1,4
experiment10118,14,11
experiment10119,7,3
experiment10120,0,10
experiment10121,13,2
experiment10122,6,9
experiment10123,19,1
experiment10124,12,8
experiment10125,5,0
experiment10126,18,7
experiment10127,11,14
experiment10128,4,6
experiment10129,17,13
experiment10130,10,5
experiment10131,3,12
experiment10132,16,4
experiment10133,9,11
experiment10134,2,3
experiment10135,15,10
experiment10136,8,2
experiment10137,1,9
experiment10138,14,1
experiment10139,7,8
experiment10140,0,0
experiment10141,13,7
experiment10142,6,14
experiment10143,19,6
experiment10144,12,13
experiment10145,5,5
experiment10146,18,12
experiment10147,11,4
experiment10148,4,11
experiment10149,17,3
experiment10150,10,10
experiment10151,3,2
experiment10152,16,9
experiment10153,9,1
experiment10154,2,8
experiment10155,15,0
experiment10156,8,7
experiment10157,1,14
experiment10158,14,6
experiment10159,7,13
experiment10160,0,5
experiment10161,13,12
experiment10162,6,4
experiment10163,19,11
experiment10164,12,3
experiment10165,5,10
experiment10166,18,2
experiment10167,11,9
experiment10168,4,1
experiment10169,17,8
experiment10170,10,0
experiment10171,3,7
experiment10172,16,14
experiment10173,9,6
experiment10174,2,13
experiment10175,15,5
experiment10176,8,12
experiment10177,1,4
experiment10178,14,11
experiment10179,7,3
experiment10180,0,10
experiment10181,13,2
experiment10182,6,9
experiment10183,19,1
experiment10184,12,8
experiment10185,5,0
experiment10186,18,7
experiment10187,11,14
experiment10188,4,6
experiment10189,17,13
experiment10190,10,5
experiment10191,3,12
experiment10192,16,4
experiment10193,9,11
experiment10194,2,3
experiment10195,15,10
experiment10196,8,2
experiment10197,1,9
experiment10198,14,1
experiment10199,7,8
experiment10200,0,0
experiment10201,13,7
experiment10202,6,14
experiment10203,19,6
experiment10204,12,13
experiment10205,5,5
experiment10206,18,12
experiment10207,11,4
experiment10208,4,11
experiment10209,17,3
experiment10210,10,10
experiment10211,3,2
experiment10212,16,9
experiment10213,9,1
experiment10214,2,8
experiment10215,15,0
experiment10216,8,7
experiment10217,1,14
experiment10218,14,6
experiment10219,7,13
experiment10220,0,5
experiment10221,13,12
experiment10222,6,4
experiment10223,19,11
experiment10224,12,3
experiment10225,5,10
experiment10226,18,2
experiment10227,11,9
experiment10228,4,1
experiment10229,17,8
experiment10230,10,0
experiment10231,3,7
experiment10232,16,14
experiment10233,9,6
experiment10234,2,13
experiment10235,15,5
experiment10236,8,12
experiment10237,1,4
experiment10238,14,11
experiment10239,7,3
experiment10240,0,10
experiment10241,13,2
experiment10242,6,9
experiment10243,19,1
experiment10244,12,8
experiment10245,5,0
experiment10246,18,7
experiment10247,11,14
experiment10248,4,6
experiment10249,17,13
experiment10250,10,5
experiment10251,3,12
experiment10252,16,4
experiment10253,9,11
experiment10254,2,3
experiment10255,15,10
experiment10256,8,2
experiment10257,1,9
experiment10258,14,1
experiment10259,7,8
experiment10260,0,0
experiment10261,13,7
experiment10262,6,14
experiment10263,19,6
experiment10264,12,13
experiment10265,5,5
experiment10266,18,12
experiment10267,11,4
experiment10268,4,11
experiment10269,17,3
experiment10270,10,10
experiment10271,3,2
experiment10272,16,9
experiment10273,9,1
experiment10274,2,8
experiment10275,15,0
experiment10276,8,7
experiment10277,1,14
experiment10278,14,6
experiment10279,7,13
experiment10280,0,5
experiment10281,13,12
experiment10282,6,4
experiment10283,19,11
experiment10284,12,3
experiment10285,5,10
experiment10286,18,2
experiment10287,11,9
experiment10288,4,1
experiment10289,17,8
experiment10290,10,0
experiment10291,3,7
experiment10292,16,14
experiment10293,9,6
experiment10294,2,13
experiment10295,15,5
experiment10296,8,12
experiment10297,1,4
experiment10298,14,11
experiment10299,7,3
experiment10300,0,10
experiment10301,13,2
experiment10302,6,9
experiment10303,19,1
experiment10304,12,8
experiment10305,5,0
experiment10306,18,7
experiment10307,11,14
experiment10308,4,6
experiment10309,17,13
experiment10310,10,5
experiment10311,3,12
experiment10312,16,4
experiment10313,9,11
experiment10314,2,3
experiment10315,15,10
experiment10316,8,2
experiment10317,1,9
experiment10318,14,1
experiment10319,7,8
experiment10320,0,0
experiment10321,13,7
experiment10322,6,14
experiment10323,19,6
experiment10324,12,13
experiment10325,5,5
experiment10326,18,12
experiment10327,11,4
experiment10328,4,11
experiment10329,17,3
experiment10330,10,10
experiment10331,3,2
experiment10332,16,9
experiment10333,9,1
experiment10334,2,8
experiment10335,15,0
experiment10336,8,7
experiment10337,1,14
experiment10338,14,6
experiment10339,7,13
experiment10340,0,5
experiment10341,13,12
experiment10342,6,4
experiment10343,19,11
experiment10344,12,3
experiment10345,5,10
experiment10346,18,2
experiment10347,11,9
experiment10348,4,1
experiment10349,17,8
experiment10350,10,0
experiment10351,3,7
experiment10352,16,14
experiment10353,9,6
experiment10354,2,13
experiment10355,15,5
experiment10356,8,12
experiment10357,1,4
experiment10358,14,11
experiment10359,7,3
experiment10360,0,10
experiment10361,13,2
experiment10362,6,9
experiment10363,19,1
experiment10364,12,8
experiment10365,5,0
experiment10366,18,7
experiment10367,11,14
experiment10368,4,6
experiment10369,17,13
