experiment1,6,11
experiment2,4,1
experiment3,7,4
experiment4,4,1
experiment5,4,5
experiment6,14,2
experiment7,13,13
experiment8,14,3
experiment9,13,4
experiment10,4,4
experiment11,7,12
experiment12,6,5
experiment13,11,10
experiment14,10,6
experiment15,15,2
experiment16,14,12
experiment17,2,13
experiment18,13,12
experiment19,6,12
experiment20,11,10
experiment21,13,7
experiment22,15,6
experiment23,9,11
experiment24,8,11
experiment25,11,1
experiment26,8,11
experiment27,11,1
experiment28,10,10
experiment29,13,8
experiment30,7,6
experiment31,5,12
experiment32,14,3
experiment33,6,5
experiment34,13,2
experiment35,3,8
experiment36,3,5
experiment37,7,9
experiment38,10,4
experiment39,12,7
experiment40,15,9
experiment41,12,14
experiment42,1,4
experiment43,6,6
experiment44,6,11
experiment45,4,9
experiment46,4,7
experiment47,2,9
experiment48,5,4
experiment49,13,10
experiment50,12,11
experiment51,3,9
experiment52,13,2
experiment53,13,4
experiment54,3,9
experiment55,10,12
experiment56,4,12
experiment57,7,11
experiment58,2,7
experiment59,12,6
experiment60,3,9
experiment61,1,10
experiment62,13,6
experiment63,13,8
experiment64,4,11
experiment65,11,9
experiment66,10,3
experiment67,14,2
experiment68,2,1
experiment69,13,10
experiment70,8,13
experiment71,7,3
experiment72,5,6
experiment73,3,6
experiment74,6,8
experiment75,10,4
experiment76,14,14
experiment77,7,11
experiment78,11,5
experiment79,6,13
experiment80,8,10
experiment81,9,14
experiment82,7,1
experiment83,1,3
experiment84,5,12
experiment85,6,3
experiment86,14,5
experiment87,10,4
experiment88,12,1
experiment89,12,1
experiment90,12,2
experiment91,14,2
experiment92,3,4
experiment93,4,8
experiment94,4,12
experiment95,1,10
experiment96,2,5
experiment97,4,7
experiment98,13,13
experiment99,5,13
experiment100,12,2
experiment101,8,13
experiment102,1,4
experiment103,8,3
experiment104,10,1
experiment105,10,3
experiment106,6,3
experiment107,12,12
experiment108,13,2
experiment109,7,10
experiment110,7,8
experiment111,2,9
experiment112,8,2
experiment113,5,12
experiment114,12,11
experiment115,9,2
experiment116,10,2
experiment117,3,5
experiment118,8,1
experiment119,11,11
experiment120,13,11
experiment121,15,9
experiment122,6,2
experiment123,4,10
experiment124,7,13
experiment125,2,14
experiment126,11,4
experiment127,14,12
experiment128,11,13
experiment129,4,7
experiment130,14,14
experiment131,14,8
experiment132,8,1
experiment133,8,5
experiment134,12,1
experiment135,6,10
experiment136,15,5
experiment137,3,9
experiment138,1,2
experiment139,2,10
experiment140,10,5
experiment141,8,2
experiment142,7,5
experiment143,13,13
experiment144,7,5
experiment145,6,4
experiment146,10,10
experiment147,2,5
experiment148,4,5
experiment149,6,2
experiment150,15,4
experiment151,13,12
experiment152,1,10
experiment153,6,1
experiment154,14,10
experiment155,2,11
experiment156,1,2
experiment157,14,2
experiment158,14,4
experiment159,11,6
experiment160,11,9
experiment161,12,7
experiment162,10,7
experiment163,8,11
experiment164,8,7
experiment165,7,12
experiment166,12,3
experiment167,11,6
experiment168,13,11
experiment169,10,7
experiment170,10,3
experiment171,1,6
experiment172,1,13
experiment173,14,1
experiment174,6,4
experiment175,5,7
experiment176,4,5
experiment177,6,7
experiment178,8,3
experiment179,9,13
experiment180,11,14
experiment181,6,7
experiment182,15,12
experiment183,14,11
experiment184,5,10
experiment185,3,2
experiment186,2,12
experiment187,12,8
experiment188,10,6
experiment189,9,6
experiment190,13,3
experiment191,5,12
experiment192,10,14
experiment193,1,6
experiment194,11,2
experiment195,11,1
experiment196,14,12
experiment197,14,6
experiment198,14,12
experiment199,12,14
experiment200,3,8
experiment201,1,9
experiment202,1,2
experiment203,15,8
experiment204,15,10
experiment205,11,12
experiment206,1,5
experiment207,1,10
experiment208,12,7
experiment209,7,10
experiment210,8,12
experiment211,9,5
experiment212,15,6
experiment213,2,9
experiment214,13,14
experiment215,10,9
experiment216,4,6
experiment217,7,7
experiment218,1,14
experiment219,9,10
experiment220,13,10
experiment221,2,13
experiment222,10,11
experiment223,2,3
experiment224,1,4
experiment225,11,6
experiment226,6,9
experiment227,14,6
experiment228,14,12
experiment229,7,9
experiment230,2,1
experiment231,15,5
experiment232,12,14
experiment233,7,2
experiment234,13,4
experiment235,13,10
experiment236,5,4
experiment237,7,12
experiment238,6,7
experiment239,9,6
experiment240,7,1
experiment241,7,8
experiment242,2,11
experiment243,2,1
experiment244,15,14
experiment245,8,8
experiment246,2,14
